run_id	target_id	version_id	skill_type	source_path	audit_score_0_100	format_score	description_score	structure_score	safety_score	compliance_status	severe_findings	findings_count	line_count	description_length
skill-system-stage-03-v1	plugin.openai-curated-remote.figma.2.0.14.figma-generate-design	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/figma/2.0.14/skills/figma-generate-design/SKILL.md	100	25	25	25	25	pass	0	0	491	851
skill-system-stage-03-v1	plugin.openai-curated-remote.figma.2.0.14.figma-generate-diagram	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/figma/2.0.14/skills/figma-generate-diagram/SKILL.md	95	25	20	25	25	pass	0	1	112	778
skill-system-stage-03-v1	plugin.openai-curated-remote.figma.2.0.14.figma-generate-library	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/figma/2.0.14/skills/figma-generate-library/SKILL.md	100	25	25	25	25	pass	0	0	370	719
skill-system-stage-03-v1	plugin.openai-curated-remote.figma.2.0.14.figma-implement-motion	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/figma/2.0.14/skills/figma-implement-motion/SKILL.md	95	25	20	25	25	pass	0	1	145	373
skill-system-stage-03-v1	plugin.openai-curated-remote.figma.2.0.14.figma-swiftui	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/figma/2.0.14/skills/figma-swiftui/SKILL.md	90	25	15	25	25	pass	0	2	36	611
skill-system-stage-03-v1	plugin.openai-curated-remote.figma.2.0.14.figma-use	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/figma/2.0.14/skills/figma-use/SKILL.md	95	25	20	25	25	pass	0	1	439	546
skill-system-stage-03-v1	plugin.openai-curated-remote.figma.2.0.14.figma-use-figjam	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/figma/2.0.14/skills/figma-use-figjam/SKILL.md	95	25	20	25	25	pass	0	1	64	170
skill-system-stage-03-v1	plugin.openai-curated-remote.figma.2.0.14.figma-use-motion	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/figma/2.0.14/skills/figma-use-motion/SKILL.md	95	25	20	25	25	pass	0	1	80	252
skill-system-stage-03-v1	plugin.openai-curated-remote.figma.2.0.14.figma-use-slides	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/figma/2.0.14/skills/figma-use-slides/SKILL.md	90	25	15	25	25	pass	0	2	217	170
skill-system-stage-03-v1	plugin.openai-curated-remote.github.0.1.8-2841cf9749ae.gh-address-comments	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/github/0.1.8-2841cf9749ae/skills/gh-address-comments/SKILL.md	95	25	20	25	25	pass	0	1	44	387
skill-system-stage-03-v1	plugin.openai-curated-remote.github.0.1.8-2841cf9749ae.gh-fix-ci	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/github/0.1.8-2841cf9749ae/skills/gh-fix-ci/SKILL.md	95	25	20	25	25	pass	0	1	81	248
skill-system-stage-03-v1	plugin.openai-curated-remote.github.0.1.8-2841cf9749ae.github	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/github/0.1.8-2841cf9749ae/skills/github/SKILL.md	100	25	25	25	25	pass	0	0	74	253
skill-system-stage-03-v1	plugin.openai-curated-remote.github.0.1.8-2841cf9749ae.yeet	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/github/0.1.8-2841cf9749ae/skills/yeet/SKILL.md	100	25	25	25	25	pass	0	0	70	238
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-analytics-dashboard	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-analytics-dashboard/SKILL.md	100	25	25	25	25	pass	0	0	22	241
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-business-review	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-business-review/SKILL.md	100	25	25	25	25	pass	0	0	22	239
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-design-report	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-design-report/SKILL.md	100	25	25	25	25	pass	0	0	22	242
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-experiment-analysis	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-experiment-analysis/SKILL.md	100	25	25	25	25	pass	0	0	22	249
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-financial-budget	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-financial-budget/SKILL.md	100	25	25	25	25	pass	0	0	22	236
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-investment-committee-memo	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-investment-committee-memo/SKILL.md	100	25	25	25	25	pass	0	0	22	277
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-legal-memorandum	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-legal-memorandum/SKILL.md	100	25	25	25	25	pass	0	0	22	233
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-market-trends-report	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-market-trends-report/SKILL.md	100	25	25	25	25	pass	0	0	22	252
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-minimal-letterhead	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-minimal-letterhead/SKILL.md	100	25	25	25	25	pass	0	0	22	265
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-operating-calendar	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-operating-calendar/SKILL.md	100	25	25	25	25	pass	0	0	22	246
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-operating-review	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-operating-review/SKILL.md	100	25	25	25	25	pass	0	0	22	245
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-project-kickoff	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-project-kickoff/SKILL.md	100	25	25	25	25	pass	0	0	22	227
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-project-tracker	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-project-tracker/SKILL.md	100	25	25	25	25	pass	0	0	22	236
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-sales-pipeline	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-sales-pipeline/SKILL.md	100	25	25	25	25	pass	0	0	22	236
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-simple-dark-mode	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-simple-dark-mode/SKILL.md	100	25	25	25	25	pass	0	0	22	240
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-simple-light-mode	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-simple-light-mode/SKILL.md	100	25	25	25	25	pass	0	0	22	247
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-strategy-memorandum	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-strategy-memorandum/SKILL.md	100	25	25	25	25	pass	0	0	22	239
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-system-design	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-system-design/SKILL.md	100	25	25	25	25	pass	0	0	22	250
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-team-alignment	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-team-alignment/SKILL.md	100	25	25	25	25	pass	0	0	22	239
skill-system-stage-03-v1	plugin.openai-curated-remote.openai-templates.0.1.0.artifact-template-three-statement-forecast	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/openai-templates/0.1.0/skills/artifact-template-three-statement-forecast/SKILL.md	100	25	25	25	25	pass	0	0	22	286
skill-system-stage-03-v1	plugin.openai-curated-remote.product-design.0.1.50.audit	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/product-design/0.1.50/skills/audit/SKILL.md	100	25	25	25	25	pass	0	0	160	448
skill-system-stage-03-v1	plugin.openai-curated-remote.product-design.0.1.50.design-qa	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/product-design/0.1.50/skills/design-qa/SKILL.md	95	25	20	25	25	pass	0	1	148	325
skill-system-stage-03-v1	plugin.openai-curated-remote.product-design.0.1.50.get-context	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/product-design/0.1.50/skills/get-context/SKILL.md	95	25	20	25	25	pass	0	1	49	222
skill-system-stage-03-v1	plugin.openai-curated-remote.product-design.0.1.50.ideate	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/product-design/0.1.50/skills/ideate/SKILL.md	95	25	20	25	25	pass	0	1	191	223
skill-system-stage-03-v1	plugin.openai-curated-remote.product-design.0.1.50.image-to-code	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/product-design/0.1.50/skills/image-to-code/SKILL.md	95	25	20	25	25	pass	0	1	135	106
skill-system-stage-03-v1	plugin.openai-curated-remote.product-design.0.1.50.index	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/product-design/0.1.50/skills/index/SKILL.md	100	25	25	25	25	pass	0	0	151	310
skill-system-stage-03-v1	plugin.openai-curated-remote.product-design.0.1.50.research	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/product-design/0.1.50/skills/research/SKILL.md	95	25	20	25	25	pass	0	1	92	346
skill-system-stage-03-v1	plugin.openai-curated-remote.product-design.0.1.50.share	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/product-design/0.1.50/skills/share/SKILL.md	90	25	15	25	25	pass	0	2	41	70
skill-system-stage-03-v1	plugin.openai-curated-remote.product-design.0.1.50.url-to-code	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/product-design/0.1.50/skills/url-to-code/SKILL.md	95	25	20	25	25	pass	0	1	144	55
skill-system-stage-03-v1	plugin.openai-curated-remote.product-design.0.1.50.user-context	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-curated-remote/product-design/0.1.50/skills/user-context/SKILL.md	95	25	20	25	25	pass	0	1	149	425
skill-system-stage-03-v1	plugin.openai-primary-runtime.documents.26.630.12135.documents	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-primary-runtime/documents/26.630.12135/skills/documents/SKILL.md	100	25	25	25	25	pass	0	0	445	313
skill-system-stage-03-v1	plugin.openai-primary-runtime.pdf.26.630.12135.pdf	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-primary-runtime/pdf/26.630.12135/skills/pdf/SKILL.md	100	25	25	25	25	pass	0	0	84	192
skill-system-stage-03-v1	plugin.openai-primary-runtime.presentations.26.630.12135.presentations	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-primary-runtime/presentations/26.630.12135/skills/presentations/SKILL.md	92	22	20	25	25	pass	0	2	271	48
skill-system-stage-03-v1	plugin.openai-primary-runtime.spreadsheets.26.630.12135.spreadsheets	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-primary-runtime/spreadsheets/26.630.12135/skills/spreadsheets/SKILL.md	97	22	25	25	25	pass	0	1	194	249
skill-system-stage-03-v1	plugin.openai-primary-runtime.template-creator.26.630.12135.template-creator	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/openai-primary-runtime/template-creator/26.630.12135/skills/template-creator/SKILL.md	100	25	25	25	25	pass	0	0	94	395
skill-system-stage-03-v1	plugin.personal.roehub-live-redesign-prototype.0.1.0_codex.20260708091856.prototype..npm-cache._npx.820a5ae692c55a8b.node_modules._playwright.cli.playwright-cli	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/personal/roehub-live-redesign-prototype/0.1.0+codex.20260708091856/prototype/.npm-cache/_npx/820a5ae692c55a8b/node_modules/@playwright/cli/skills/playwright-cli/SKILL.md	90	25	15	25	25	pass	0	2	404	77
skill-system-stage-03-v1	plugin.personal.roehub-live-redesign-prototype.0.1.0_codex.20260708091856.prototype..npm-cache._npx.820a5ae692c55a8b.node_modules.playwright-core.lib.tools.cli-client.skill	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/personal/roehub-live-redesign-prototype/0.1.0+codex.20260708091856/prototype/.npm-cache/_npx/820a5ae692c55a8b/node_modules/playwright-core/lib/tools/cli-client/skill/SKILL.md	90	25	15	25	25	pass	0	2	404	77
skill-system-stage-03-v1	plugin.personal.roehub-live-redesign-prototype.0.1.0_codex.20260708091856.prototype..npm-cache._npx.820a5ae692c55a8b.node_modules.playwright-core.lib.tools.trace	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/personal/roehub-live-redesign-prototype/0.1.0+codex.20260708091856/prototype/.npm-cache/_npx/820a5ae692c55a8b/node_modules/playwright-core/lib/tools/trace/SKILL.md	95	25	20	25	25	pass	0	1	171	127
skill-system-stage-03-v1	plugin.personal.roehub-live-redesign-prototype.0.1.0_codex.20260708091856.backtests-live-prototype	live	plugin_skill	/Users/daniildegtyarev/.codex/plugins/cache/personal/roehub-live-redesign-prototype/0.1.0+codex.20260708091856/skills/backtests-live-prototype/SKILL.md	85	25	20	15	25	warn	0	3	30	109
